name,type,about,employees,employees_latest,growth_stage,traffic_summary,launch_year,has_promising_founder,has_strong_founder,has_super_founder,total_funding,last_funding,company_status,last_updated_utc,created_utc,employee_3_months_growth_unique,job_openings,kpi_summary->last_update_date_utc,team->total,traffic->visitors,3d technology,artificial intelligence,augmented reality,autonomous & sensor tech,big data,blockchain,computer vision,connected device,deep learning,deep tech,hardware,iot internetofthings,machine learning,mobile app,nanotech,natural language processing,quantum technologies,recognition technology,virtual reality,Status
FastBill,company,"FastBill provides simplified, smart and beautiful accounting solution for small and medium businesses. 

Stop struggling with Word & Excel or complex desktop accounting software. FastBill provides a design-award winning interface that helps freelancers and small businesses get paperwork done. Create invoices and estimates, capture and archive receipts, keep an eye on all financials and hand over monthly reports to your accountant with just one click!",11-50,33.0,early growth,221K,2011.0,False,False,False,0.0,,acquired,2022-09-01 03:12:39,2013-10-01 11:00:00,174122.0,0,2021-10-08 05:53:50,4,221174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Hyvio,company,"Hyviois a global streaming platform that goes wherever you go! 

No credit cards or sign ups needed, just start watching.

Enjoy cult classics, award winning independent and foreign films, documentaries, new and retro TV shows and original web series from around the world, streaming straight to your desktop, phone or tablet for free.

 

Tired of managing multiple subscriptions? Looking for new things to watch– Hyvio has partnerships with studios, distributors and independent filmmakersfrom around the world to create a collection of new and classic content foreveryone to enjoy.",2-10,4.0,seed,,2015.0,False,False,False,0.0,,operational,2022-09-01 10:48:50,2021-12-29 09:13:29,39387.0,0,2021-12-29 10:06:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Alcmeon,company,"Social customer service, social media marketing, and social selling finally all in one solution!  AlcmÃ©on is the frontline solution for leading brands' engagement on social media.  Great service starts with frontline employees. We dedicate our technological ""French flair"" to their success.  We help you reduce the cost of customer care and increase performance of your frontline employees whilst improving your customer satisfaction and brand equity.   Created in 2011, AlcmÃ©on has established itself as the frontline platform leader in Social CRM working with international brands as Orange, Voyages-SNCF, AXA and many more !!  In search of an innovative and proven platform for all your social media requirements? Let's talk!   Need more info? Go to our website, www.alcmeon.com, and download our latest case studies or simply ask for a demo, we would love to give you a tour !  Tel : +33 1 46 34 30 53  www.alcmeon.com  contact@alcmeon.com  Twitter: @alcmeon_answers  www.facebook.com/alcmeon.answers",11-50,27.0,early growth,35K,2011.0,False,False,False,2.0,,operational,2022-08-22 05:33:20,2019-06-20 09:45:17,220344.0,0,2021-11-10 12:16:56,6,34543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
DreamQuark,company,"DreamQuark’s efficient, user friendly software solution, Brain, is designed to help Wealth Managers grow smarter. It generates highly personalised insights in an instant that empower advisors to meet specific growth objectives and create exceptional experiences.
for every client.

Brain is used by major banks and insurance companies that trust it to grow their revenues, increase loyalty but also improve compliance and reduce the cost of risk. 
Millions of customers are scored with Brain

In 2017, DreamQuark has won the Fintech of the Year price by Finance Innovation as well as the Best Cognitive Platform award by Bank & Innovation. The multi-award winning company has been given 5 out of 5 stars by the rating agency Early Metric and counts among its clients major banks and insurance companies such as BNP Paribas and AG2R la Mondiale. 

DreamQuark has raised more than 15M€ in total.",11-50,19.0,early growth,0.3K,2014.0,False,True,False,17.65,,operational,2022-09-05 22:13:19,2013-10-01 11:00:00,881018.0,0,2022-08-12 09:14:39,18,290,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Rejected
Handcheque,company,"handcheque produces superior products for payment and loyalty and helps its clients to understand their customers and stick them to their brands. By providing state-of-the-art payment devices, an offline wallet and a data-driven payment ecosystem, handcheque's clients get tools to strengthen their market position and brand awareness, get full sets of data about their customers and new sales channels to drive sales. 

> simplify your wallet.
> payment and loyalty. one step further.",2-10,4.0,seed,0.9K,2016.0,False,False,False,0.0,,operational,2022-08-20 12:00:15,2018-08-02 09:17:00,415330.0,0,2020-11-03 16:54:04,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
OpenLegacy,corporate,"OpenLegacy helps organizations quickly develop a composable enterprise by extending their core (legacy) systems to the web, mobile and cloud in days or weeks versus months. Our API software quickly reduces project backlog by automating and accelerating API creation, deployment, testing and management from core applications, mainframes and databases. Together, business and IT teams can quickly, easily and securely meet consumer, partner or employee demands for digital services without modernizing or replacing core systems, and without special programming skills or invasive changes to existing systems and architectures. Learn why leading companies choose OpenLegacy at www.openlegacy.com.",51-200,115.0,late growth,3K,2014.0,False,False,True,45.45,18.18,operational,2022-08-22 19:53:18,2013-10-01 11:00:00,809179.0,0,2020-10-30 11:33:31,6,3384,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
Voxo,company,"Voxo extracts, analyses and visualises voice data. Our solutions enables a new channel from which to extract insights or share knowledge from, while decreasing manual effort.",11-50,18.0,early growth,1K,2015.0,False,False,False,0.0,,operational,2022-08-12 15:33:45,2016-12-09 17:25:06,428180.0,0,2021-08-13 08:09:22,0,981,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Rejected
CreditStacks,company,"Meet Jasper, the premium Mastercard® designed for professionals. We believe in your future - and we’ll help you build it!  Jasper uses technology to understand where you are going in life, instead of looking just at where you’ve been. That’s why you may qualify for a premium Jasper Mastercard, even if you’re just starting your credit journey in the U.S.  Credit, hassle-free The U.S. credit system can be hard to navigate, leading many of us to make expensive mistakes. That’s not good enough. More than just a credit card, Jasper is your credit-building partner. Our goal: to make building strong credit simpler and easier, so you can focus on building your future.  Hate debt? Same here. We believe a strong financial base, free of debt, is crucial for a happy life. That’s why we built a business model that is not based on getting you into more debt. If you are never in credit card debt, then we’ve done our job right.  Learn more at www.jaspercard.com. Issued by WebBank, Member FDIC.",51-200,78.0,late growth,2K,2015.0,False,False,True,12.73,9.09,operational,2022-09-01 03:11:50,2018-01-26 11:21:21,,0,2020-09-30 14:21:38,6,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
sapaso GmbH,company,"How many supscriptions do you have? Online streaming, magazines, Gym - everywhere you have to pay regulary. But how are these payments actually managed? The solution is sapaso! We are a Fin-Tech Startup in Cologne, which provides a complete solution for subscription-models. We handle the payment processing, dunning and receivables management as well as we offer our customers the analysis of payment flows and accounting. In this way we prevent payment losses, save hours of administrative work and improve the customer loyality. While similar services exist in eCommerce, we take care of non-digitized companies which so far have no access to modern payment processing.",2-10,2.0,seed,1K,2016.0,False,True,False,0.0,,low-activity,2022-08-20 17:48:16,2017-09-05 12:39:08,443843.0,0,2019-08-12 13:01:49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch/Hold/Reconsider
Payo,company,"Here at Payo, we are all about creating merchant success stories.

We are proud to say that many of our merchants came about from the recommendations of other online sellers and buyers. 

Payo aims to delight each merchant, and this is how it’s always been since we started.

Our Backstory
Back in 2016, co-founder Liron Gross had a brainchild moment that soon paved the way to what Payo is today and how it will be in the future.

After being frustrated with her own online selling experience at the time, Liron asked a critical question, “Is there a way to make eCommerce better?”

With that came the answer: Payo. 

Ever since Payo was born, we continue to find ways to improve the online selling experience and help businesses to scale. 

And because of that, Payo is in a constant state of evolution. From being a COD payment gateway, Payo is now an eCommerce enabler—we provide merchants the means to succeed in online selling.

Our Vision
To uplift the eCommerce industry & continue to raise the selling norms- one order at a time

Our Mission
Payo will provide online sellers the means to scale through shipping smarter, lowering RTS, and giving innovative solutions while delivering world-class merchant experience.",11-50,48.0,early growth,14K,2016.0,False,False,False,0.0,0.45,operational,2022-08-20 16:07:38,2018-08-13 11:31:07,841157.0,0,2020-11-03 15:08:38,2,14338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Thriva,company,"We put better health in your hands.

With Thriva, you’ll get:

personalised blood tests
GP-reviewed results in 48 hours
evidence-based advice

Join over 100,000 customers and support your health with accurate blood test insights — measuring things like your vitamin D, liver function, and cholesterol levels.

Check your health as often as you like with our flexible subscription tests. We offer everything from monthly to annual options, starting from £26. And you can change, pause, delay, or cancel at any time. 

How does it work?

1. Collect your sample — we’ll show you all the tips and tricks on how to collect your sample.

2. Label and post — send your sample and get results straight to the app within 48 hours.

3. Get personalised insights — understand how your lifestyle habits and blood test results can affect your health.

We never share or sell your medical information with third parties.",51-200,143.0,late growth,303K,2015.0,False,True,False,13.7,4.8,operational,2022-08-20 19:14:51,2017-06-15 07:56:56,158729.0,3,2022-05-03 03:03:36,16,303239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
GreenPocket,company,,,,,,,False,False,False,0.0,,operational,2022-08-11 00:09:11,2022-06-02 14:44:26,,5,2022-06-02 14:46:50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
OneLife,company,"We dramatically improve indoor performance in offices, gyms and at home by eliminating more fine dust particles from the air than any other air purification system. And we do so without the need to ever replace the filter. Absolutely green, whisper quiet, German engineered technology for high performance environments.
Pre Order your OneLife X now at: https://www.indiegogo.com/projects/onelife-x-high-tech-plasma-air-purifier/x/27356156#/linkedin",11-50,15.0,early growth,6K,2018.0,False,False,False,0.0,,operational,2022-08-18 09:26:04,2021-06-09 10:31:42,159808.0,0,2021-06-09 12:00:32,0,5729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Gridscale,company,"gridscale ist ein europäischer IaaS- und PaaS-Anbieter und schafft mit seiner innovativen Technologie die Basis für anspruchsvolle Cloud-Lösungen. Das Unternehmen mit Hauptsitz in Köln bietet zukunftsorientierten und digital ausgerichteten Nutzern mit seiner hochautomatisierten Architektur eine Lösung, in der sie flexibel zwischen einer Vielzahl an Infrastructure-as-a-Service-Komponenten sowie komplementären Platform-as-Service-Elementen wählen können. gridscale wurde 2014 von Henrik Hasenkamp, CEO, Michael Balser, CPO, und Torsten Urbas, CTO, gegründet. Crisp Research zählt das Unternehmen zu den Innovatoren Cloud Computing und lobt das Unternehmen als sehr gute Alternative zu den großen Providern.",51-200,52.0,late growth,41K,2014.0,False,True,False,7.15,1,operational,2022-08-21 09:35:10,2016-08-26 07:31:53,854004.0,5,2022-01-19 18:20:33,10,40581,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Rejected
Coolix,company,"Coolix is a platform which transforms video viewers into customers. Coolix creates unique shoppable videos for major name brand products and services for immediate and easy – “point of sales” – purchases, simply by touching the product seen on screen. It is a revolutionary way to deliver content and advertising, enabling the viewer to smoothly interact with the advertising content within the original video context. The Company is also developing a web platform for businesses and private users, so that they can create their own shoppable videos. Coolix interactive videos work on all existing platforms: PC, Mobile, Android and IOS.",1,1.0,seed,3K,2016.0,False,False,False,0.0,,operational,2022-08-19 10:09:19,2018-08-13 12:30:49,,0,2019-05-21 02:34:58,0,2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Tractable,company,"Tractable develops artificial intelligence for accident and disaster recovery. We are on a journey to help the world recover faster from accidents and disasters that affect hundreds of millions of lives, from car accidents and burst piping, to full-scale floods and hurricanes. 

Accident and disaster recovery starts with visual damage appraisal: assess the damage, calculate the cost, unlock the funds and rebuild. However, the first stage of assessing the problem can take days to weeks. Our belief is that when accidents and disasters hit, the response could be 10 times faster, thanks to AI. 

We are starting with motor damage. Our AI assesses damage to any car, whether in Europe, North America or Asia, and we work with the world's leading insurers in over 10 countries across the world, including Tokio Marine in Japan, Ageas in the UK, Covéa in France, The Hartford in the US, and Talanx-Warta in Poland. 

Founded in 2014, Tractable has a world-class research and development team with over 30 years of combined research experience, and its solution is built on five years of dedicated research and development work undertaken by a team of Oxford/Cambridge-trained researchers. Tractable has raised $55m from Georgian Partners, Insight Partners and other top-tier investors, and the company is based in London, with offices in New York City and Tokyo.",201-500,309.0,late growth,37K,2014.0,False,False,True,104.45,54.55,operational,2022-08-22 13:01:09,2018-05-08 08:49:24,,3,2022-05-03 02:48:39,19,37321,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Rejected
Windward,company,"Windward's predictive intelligence solution fuses AI, big data, and maritime expertise to enable clients and partners to understand the maritime ecosystem and its broader impact on security, finance, and business. Intelligence beyond the horizon - gain control over the risk ahead",51-200,149.0,late growth,21K,2010.0,False,False,True,29.36,15,operational,2022-08-12 15:29:24,2017-02-07 14:26:27,,0,2020-11-10 12:18:18,6,21272,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
JobNinja,company,,11-50,11.0,early growth,,2015.0,False,False,False,0.0,,operational,2022-07-07 00:00:16,2021-10-27 12:58:15,,0,2021-10-27 14:27:17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Vital Technologies,company,,,,late growth,0.2K,2014.0,False,False,False,0.0,7.27,operational,2022-06-26 03:17:26,2020-08-28 15:03:10,,0,2020-11-03 15:30:01,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
XyloWatt,company,"Since 2001, XYLOWATT designs, delivers and operates Biomass to Energy plants, converting natural and recycled woodchips into valuable and renewable energy.
The NOTAR® gasifier is the sole industrial reactor that produces clean syngas without any tar residues. Combined with cogeneration engines, our units supply our clients with renewable electricity, heat and cold.

NOTAR® power plants are designed following a circular economy model: covering the customer’s energy needs by valorising locally available biomass (natural and recycled woodchips). The production units are developed into a fully integrated ZERO WASTE process: all by-products are valorised onsite to supply additional heat.",11-50,14.0,early growth,0.4K,2001.0,False,False,False,0.32,,operational,2022-08-22 03:20:27,2018-01-15 11:57:23,853858.0,0,2021-02-03 07:46:41,2,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
COSTAR,company,,11-50,12.0,early growth,,2004.0,False,False,False,0.0,,low-activity,2022-08-17 09:04:49,2021-08-24 21:55:54,566956.0,0,2021-08-25 11:20:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
PowToon,corporate,"Communication, as we experience it today, is damaged. Too much information, too many technologies, too much digital chaos. 

Powtoon’s Visual Communication Platform was built to solve this global challenge by providing teams, organizations, and academic institutions with state of the art tools to easily create, manage, distribute, and measure visual content, at scale.

With Powtoon, all of your visual resources are unified into a single, interactive ecosystem where company-wide stakeholders can discover, collaborate, and experience your content like never before. 

Learn how a Visual Communication Platform can create positive communication experiences at your organization → www.powtoon.com",51-200,137.0,late growth,1.3M,2011.0,False,True,False,0.73,0.55,operational,2022-09-01 03:11:14,2013-10-01 11:00:00,405468.0,0,2022-04-25 06:25:30,9,1334120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Yatta Solutions,company,"Yatta is a tech start-up and software company. We believe that software is changing the world for the better. That’s why we improve software engineering by enabling developers and providing them with the best tools for their job.
Imprint: http://www.yatta.de/en/imprint/",51-200,58.0,late growth,5K,2008.0,False,False,False,0.0,,operational,2022-06-30 23:27:28,2016-08-08 12:01:52,,1,2019-08-12 13:04:02,1,4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Pechkeks GmbH,company,,1,1.0,seed,15K,2013.0,False,False,False,0.0,,operational,2022-09-13 19:42:21,2017-12-06 15:58:20,444702.0,0,2022-01-05 14:54:35,0,14931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
ProcessGold,company,"UiPath Process Mining is a powerful part of the end-to-end hyperautomation platform. The enterprise-ready platform enables organizations all over the world to:

- Holistically improve key business processes
- Discover areas with the highest automation potential
- Orchestrate human-robot-system interaction
- Continuously improve operational efficiency

UiPath Process Mining seamlessly connects to existing back-end data in any IT system, transforming it into comprehensive process graphs, and giving deep insights on actual workflows.

At UiPath, we deliver the unique hyperautomation platform, using key technologies including RPA, artificial intelligence (AI), process mining, task mining, analytics, and more. UiPath gives you the ability to kickstart hyperautomation and accelerate human achievement.

Want to see how process mining can help maximize your automation efforts? Check out uipath.com.",11-50,16.0,early growth,0.6K,2010.0,False,False,False,0.0,,operational,2022-09-01 09:04:28,2018-02-01 11:08:41,885762.0,0,2020-11-03 15:56:41,6,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch/Hold/Reconsider
Elope,company,,,,,6K,,False,False,False,0.0,,operational,2022-08-12 16:52:38,2020-11-19 15:14:05,,0,2020-11-19 16:07:54,0,6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Foldercrate,company,"Foldercrate combines standard online services like email, cloud storage, calendar, notes, friend list and chat in a single easy to use service.",,,late growth,,2015.0,False,False,False,0.0,,operational,2022-09-01 08:55:00,2020-11-03 20:25:32,,0,2020-11-03 22:01:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Mylo,company,"Mylo is an award-winning digital agency revolutionizing insurance for small business owners and individuals. 

Our embedded insurance platform combines data-driven technology, top-rated carrier partners, agents licensed in every state and 50+ years of insurance expertise. 

The Mind of Mylo™ – our proprietary technology – makes precise coverage recommendations for every need, identifies the best carrier match and then locates the right policy at the best value. As our customers' advocate, we specialize in coverage that safeguards business assets and personal wealth.

Leading companies in a wide range of industries can seamlessly integrate Mylo's insurtech platform. Backed by global investor Guggenheim Partners and the world’s largest independent broker Lockton, we continue to make insurance shopping smarter, faster and easier.",51-200,151.0,late growth,34K,2015.0,False,False,False,35.45,10,operational,2022-08-22 08:38:26,2019-01-25 16:34:17,119508.0,0,2021-04-17 10:26:56,3,33592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
XPay,company,"XPay is a fintech company that develops digital transformation solutions with a focus on financial empowerment. We aspire to improve quality of life by providing a range of solutions that help optimize financial management on both the business and individual levels.
Our decision to initially target community ecosystems meant that we could bring the benefits of our smart solutions not only to businesses but also to families, who are the beating heart of any community. By doing so, we are able to improve the quality of life for families by enabling them to reap the limitless benefits of financial empowerment within their existing comfort zones. 
To sustain this vision, we are also adamant about being inclusive of today’s younger generations, who undoubtedly are the driving force behind a truly cashless society built on sound financial knowledge.",11-50,21.0,early growth,15K,2018.0,False,False,False,0.26,0.23,operational,2022-08-25 23:18:47,2019-03-09 15:18:00,48139.0,0,2022-06-08 12:08:01,5,15159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
2trde,company,"2trde möchte den Auktionsmarkt für Gebrauchtwagen digitalisieren. Durch digitale Multi-Channel Auktionen erhalten Autohäuser mehr Reichweite in der B2B-Vermarktung und eine individuelle Plattform für Händlerauktionen. Die selbstentwickelte KI kann Fahrzeugdaten automatisiert anreichern und Marktpreise tagesaktuell berechnen. Das sorgt für bessere Datensätze und mehr Transparenz, schnellere Auktionen und schließlich mehr Gewinn. Das Automotive Sales Tech Startup 2trde wurde 2017 von CEO Johannes Stoffel und CTO Marcus Lankenau gegründet.",11-50,45.0,early growth,6K,2016.0,False,False,False,9.5,7,operational,2022-08-20 21:43:28,2018-12-01 04:06:55,120407.0,3,2022-03-10 06:15:42,4,5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Omnius,company,"De missie van Omnius is om juridische dienstverlening bereikbaar en betaalbaar te maken. Met een heldere toekomstvisie speelt Omnius in op dynamische marktontwikkelingen en de veranderende vraag van rechtzoekenden, zowel zakelijk als particulier. Innovatie zit in onze genen en wij maken het recht toegankelijk voor iedereen.

Omnius is marktleider met het grootste advocatennetwerk van Nederland en investeert continu in vernieuwingen en verbeteringen die inspelen op trends en ontwikkelingen die voldoen aan de verwachtingen rechtzoekenden in deze tijd. Persoonlijk contact, goede service en laagdrempelige bereikbaarheid zijn van het grootste belang.

Onze juristen zijn 7 dagen per week bereikbaar voor eerstelijns telefonisch juridisch advies. Juridische dienstverlening voor elke situatie. Om de rechtzoekende te voorzien van het beste advies, werkt Omnius volgens de formule van trapsgewijze juridische hulp. Eerst legt u de hulpvraag voor aan onze eigen intakebalie. De juristen bij deze laagdrempelige adviesdesk luisteren naar de vraag en geven kosteloos en vrijblijvend het eerste advies.

Omnius is in 2012 opgericht en inmiddels uitgegroeid tot een moderne juridische dienstverlener met een eigen landelijk dekkend kwaliteitsnetwerk. Het grootste advocatennetwerk van Nederland met meer dan 260 onafhankelijk advocaten. Het Omnius Keurmerk waarborgt de service en kwaliteit van de advocaten en gaat zelfs verder dan de gedragsregels en kwaliteitseisen die worden gesteld door de juridische beroepsorganisaties.

Met onze vooruitstrevende diensten en digitale oplossingen maken we het verschil in de - soms nog ouderwetse - juridische branche. De klantgerichte formule heeft ervoor gezorgd dat Omnius is uitgegroeid tot het grootste en meest succesvolle advocatennetwerk van Nederland. Juridische dienstverlening van de nieuwe generatie.",,,late growth,4K,2012.0,False,False,False,0.0,,operational,2022-06-28 15:39:26,2019-08-01 08:14:56,,0,2019-08-01 08:14:57,0,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Radiant.Earth,company,"Radiant Earth Foundation empowers organizations and individuals globally with open AI and EO data, standards and tools to address the world’s most critical international development challenges.

Our goals are three-fold: First, it is to provide an open source “Hub” for data scientists and programmers to discover and access Earth observation training datasets and machine learning models, as well as to lead a sustained community-wide effort to capture image labels for various applications across the Global South. 

The second goal is to foster a community of practice to develop standards around machine learning on Earth observation and to expand the interoperability of these tools and datasets. 

The third goal is to educate and inform global development actors and geospatial professionals on progress and innovation in the Earth observation marketplace. 

Radiant Earth Foundation is a United States registered non-profit organization with offices in Washington D.C., and San Francisco, California.",11-50,16.0,early growth,4K,2016.0,False,False,False,0.0,,operational,2022-08-22 13:29:39,2018-08-30 11:51:48,337078.0,0,2019-05-21 02:57:22,1,4212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Klarx,company,"klarx – der digitale Baumaschinenvermieter – ist ein Startup aus München, das die größte Onlineplattform für die Miete von Baumaschinen und Bauequipment betreibt. Das Unternehmen ermöglicht eine effiziente Miete in wenigen Klicks und zeigt dem Kunden einen transparenten Preis inklusive aller Logistik- und Versicherungskosten. Dank des größten Netzwerks an Mietpartnern kann eine 100% Verfügbarkeit garantiert werden. Mit dieser digitalen Full-Service Lösung revolutioniert klarx die Bauwirtschaft.
 
klarx wurde 2015 von den Brüdern Matthias & Florian Handschuh gemeinsam mit Vincent Koch gegründet. Zusammen mit einem jungen und dynamischen Team arbeiten sie jeden Tag an ihrer Vision, die Miete von Bauequipment so einfach zu machen, wie ein neues Paar Schuhe online zu kaufen.
 
Arbeiten bei klarx
Wir sind ein schnell wachsendes Unternehmen und jederzeit auf der Suche nach motivierten und kreativen Talenten, die mit uns an der Digitalisierung der Baubranche arbeiten. Egal ob Praktikum, Werkstudent oder Direkteinstieg: Wenn du Lust hast, deine Ideen in ein spannendes Startup in München einzubringen, dann kontaktiere uns:

jobs@klarx.com
https://www.klarx.de/jobs",51-200,86.0,late growth,11K,2015.0,False,True,False,16.5,12.5,operational,2022-08-19 17:17:03,2018-09-25 15:25:56,141492.0,5,2022-01-19 18:18:27,10,11112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
HomeBeat.Live,company,"HomeBeat.Live is the digital platform for HOA apartment buildings.

For the first time, individuals are empowered to drive digitalisation forward in the place where they live independent of service providers.

In less than 10 minutes, anyone can now set up a private platform for his/her building without any technological knowledge requirement.

HomeBeat.Live is like Slack™ for buildings on steroids. It offers a building-centric solution to fix communication, transparency and access to services in apartment buildings.

Using HomeBeat.Live enables vibrant communities, better run buildings, improves safety, reduces the impact of emergencies, potentially even giving access to cost reduction through rebates in insurance policies, access to cheaper energy, etc.

The service is accessible over any device and delivers clear advantages to all stakeholders.

HomeBeat.Live addresses the 99% of apartment buildings worldwide that don't have any form of digital infrastructure.

Register your building today, it's free!

HomeBeat.Live is available in: USA, UK, Germany, Australia, Austria, Switzerland, Sweden, Norway, Denmark, Netherlands & Belgium.",2-10,2.0,seed,1K,2016.0,False,False,False,0.0,,operational,2022-09-05 06:36:15,2018-02-26 17:17:28,446525.0,0,2021-11-10 07:16:57,3,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Med-X,company,"Med-X, Inc. innovates, researches, and develops a variety of all-natural and alternative solutions to everyday problems. Currently, Med-X products provide effective nontoxic and 100% all-natural pest management products to cannabis cultivators. These same products are currently used widely in the pest control and hospitality arenas nationally. Through The Marijuana Times magazine, the media division of Med-X, we aim to educate and provide engaging articles and facts about the cannabis community. 

Our mission is to advance the medical and recreational cannabis industry by educating the community and developing products that are safe, effective, and affordable. 

With an all-star management team and experienced doctors at the helm, Med-X is blazing the trail of the green scene with products aimed at helping people to live better lives. Med-X, Inc. is already working on various stages of automation that will change the cannabis market forever.

Embrace a greener future with Med-X, Inc. http://medx-rx.com

Med-X, Inc. Offering Circular:
https://www.sec.gov/Archives/edgar/data/1620704/000147793217004467/medx_253g2.htm

Med-X, Inc. 8236 Remmet Ave, Canoga Park CA 91304",11-50,16.0,early growth,1K,2014.0,False,False,False,93.45,1.09,operational,2022-08-24 04:52:57,2018-08-30 13:21:38,349309.0,0,2022-07-19 09:11:37,6,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Visualix,company,"Visualix is now an Inpixon solution! Follow us on our company page: https://www.linkedin.com/company/inpixon. Inpixon® (Nasdaq: INPX) is an Indoor Intelligence company that specializes in capturing, interpreting and giving context to indoor data so it can be translated into actionable intelligence. The company’s indoor location data platform ingests diverse data from IoT, third-party and proprietary sensors designed to detect and position all active cellular, Wi-Fi, UWB and Bluetooth devices, and uses a proprietary process that ensures anonymity. Paired with a high-performance data analytics engine, patented algorithms, and advanced mapping technology, Inpixon’s solutions are leveraged by a multitude of industries to do good with indoor data. This multidisciplinary depiction of indoor data enables users to increase revenue, decrease costs, and enhance safety. Inpixon customers can boldly take advantage of location awareness, analytics, sensor fusion and the Internet of Things (IoT) to uncover the untold stories of the indoors.",1,1.0,seed,0.9K,2017.0,False,False,False,0.0,,operational,2022-08-25 22:28:27,2018-11-30 11:34:36,353804.0,0,2022-01-05 14:56:38,3,890,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
Tye,company,"Contact information grows old quickly, and businesses are fighting a losing battle against this phenomenon.  tye is a Software-as-a-Service (SaaS) personal assistant that helps companies keep the contact information of their customers up-to-date.  On the 25th of May 2018, the European General Data Privacy Regulation comes into effect. The GDPR drastically changes how businesses may deal with their customers' contact information. tye helps make their customers' contact information GDPR-compliant.  Granted the ""EXIST-Gründerstipendium"" from the Federal German Government and the EU.",2-10,10.0,seed,5K,2018.0,False,False,False,0.0,0.2,operational,2022-08-20 01:54:06,2020-11-05 20:36:38,314603.0,0,2021-04-20 13:57:20,2,5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch/Hold/Reconsider
xorlab AG,company,"xorlab is building the next generation of enterprise communication defense. Our security SaaS platform uses machine learning and advanced dynamic analysis to control the attack surface of individual communication relationships at scale and in real-time.

Our customers love us because we consistently detect and stop what everyone else in the market can’t -- advanced attacks that have never been seen before -- and we do so with an intuitive user interface that facilitates quick decision-making and understanding.",11-50,29.0,early growth,1K,2015.0,False,True,False,5.82,5.55,operational,2022-08-22 20:09:45,2018-06-13 09:09:20,111255.0,3,2022-03-07 14:03:30,2,1488,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Prospect
